id,regionLevel,regionLevel1,regionLevel2,regionLevel3,regionType,locationName,altLocationName,latitude,longitude,fips
1780,3,US,Arizona,Coconino,county,"Coconino, Arizona, US",,-111.7707178,35.83883429,4005
1781,3,US,Indiana,Adams,county,"Adams, Indiana, US",,-84.93671406,40.7457653,18001
1782,3,US,Georgia,Houston,county,"Houston, Georgia, US",,-83.66879087,32.45802497,13153
1783,3,US,North Dakota,Sheridan,county,"Sheridan, North Dakota, US",,-100.3426391,47.57700669,38083
1784,3,US,South Carolina,Fairfield,county,"Fairfield, South Carolina, US",,-81.1195624,34.39287073,45039
1785,3,US,Kansas,Republic,county,"Republic, Kansas, US",,-97.65036709,39.82799632,20157
1786,3,US,Texas,Marion,county,"Marion, Texas, US",,-94.3566123,32.79868409,48315
1787,1,Holy See,,,country,Holy See,,12.4534,41.9029,
1788,3,US,California,Inyo,county,"Inyo, California, US",,-117.4111978,36.51112084,6027
1789,3,US,Vermont,Orleans,county,"Orleans, Vermont, US",,-72.24562697,44.82964024,50019
1790,3,US,Pennsylvania,Juniata,county,"Juniata, Pennsylvania, US",,-77.3997513,40.53358749,42067
1791,3,US,North Carolina,Henderson,county,"Henderson, North Carolina, US",,-82.4766782,35.33788927,37089
1792,3,US,Mississippi,Pontotoc,county,"Pontotoc, Mississippi, US",,-89.03636807,34.226046,28115
1793,3,US,Kentucky,McLean,county,"McLean, Kentucky, US",,-87.26803443,37.5301951,21149
1794,3,US,Oklahoma,Creek,county,"Creek, Oklahoma, US",,-96.37086028,35.90230551,40037
1795,2,China,Heilongjiang,,province,"Heilongjiang, China",,127.7615,47.862,
1796,3,US,Indiana,Pulaski,county,"Pulaski, Indiana, US",,-86.69890683,41.04166107,18131
1797,3,US,Texas,Jones,county,"Jones, Texas, US",,-99.87861576,32.73997145,48253
1798,2,US,Virgin Islands,,state,"Virgin Islands, US",,-64.8963,18.3358,78000
1799,2,US,Guam,,state,"Guam, US",Guam,144.7937,13.4443,66000
1800,3,US,Indiana,Washington,county,"Washington, Indiana, US",,-86.1049363,38.60219804,18175
1801,3,US,Tennessee,Lewis,county,"Lewis, Tennessee, US",,-87.49022694,35.52853208,47101
1802,3,US,Kentucky,Knox,county,"Knox, Kentucky, US",,-83.85403396,36.89225732,21121
1803,3,US,Illinois,Marshall,county,"Marshall, Illinois, US",,-89.34510444,41.0327901,17123
1804,1,Guyana,,,country,Guyana,,-58.75,5,
1805,3,US,Virginia,Warren,county,"Warren, Virginia, US",,-78.20280433,38.90847745,51187
1806,3,US,Vermont,Franklin,county,"Franklin, Vermont, US",,-72.91249563,44.85627605,50011
1807,3,US,Kansas,Wichita,county,"Wichita, Kansas, US",,-101.3471509,38.48178252,20203
1808,3,US,Utah,Washington,county,"Washington, Utah, US",,-113.504698,37.28003525,49053
1809,3,US,Kentucky,Robertson,county,"Robertson, Kentucky, US",,-84.05055616,38.51923469,21201
1810,3,US,Virginia,Rockingham,county,"Rockingham, Virginia, US",,-78.87260325,38.51006137,51165
1811,3,US,Kansas,Grant,county,"Grant, Kansas, US",,-101.3079758,37.56227336,20067
1812,3,US,West Virginia,McDowell,county,"McDowell, West Virginia, US",,-81.65083669,37.38002939,54047
1813,3,US,Florida,St. Johns,county,"St. Johns, Florida, US",,-81.43589967,29.90096506,12109
1814,3,US,Texas,Childress,county,"Childress, Texas, US",,-100.2077916,34.5293041,48075
1815,3,US,North Carolina,Craven,county,"Craven, North Carolina, US",,-77.08398081,35.11833364,37049
1816,3,US,West Virginia,Mingo,county,"Mingo, West Virginia, US",,-82.13338365,37.73048351,54059
1817,3,US,Texas,Edwards,county,"Edwards, Texas, US",,-100.304252,29.98202582,48137
1818,3,US,Texas,Martin,county,"Martin, Texas, US",,-101.9513518,32.30600051,48317
1819,3,US,Montana,Fergus,county,"Fergus, Montana, US",,-109.2245206,47.26331584,30027
1820,3,US,Texas,Somervell,county,"Somervell, Texas, US",,-97.77403489,32.22236802,48425
1821,3,US,Kansas,Meade,county,"Meade, Kansas, US",,-100.364831,37.23859987,20119
1822,3,US,Georgia,Montgomery,county,"Montgomery, Georgia, US",,-82.53527476,32.17201038,13209
1823,3,US,Missouri,Webster,county,"Webster, Missouri, US",,-92.876329,37.2813734,29225
1824,3,US,Texas,Limestone,county,"Limestone, Texas, US",,-96.58095444,31.5454767,48293
1825,3,US,Kentucky,Fleming,county,"Fleming, Kentucky, US",,-83.69657514,38.36758311,21069
1826,3,US,Texas,Bell,county,"Bell, Texas, US",,-97.4785025,31.03736027,48027
1827,3,US,Illinois,Will,county,"Will, Illinois, US",,-87.97862712,41.44619267,17197
1828,3,US,New Mexico,Quay,county,"Quay, New Mexico, US",,-103.5481727,35.10403332,35037
1829,3,US,Oklahoma,Haskell,county,"Haskell, Oklahoma, US",,-95.11513306,35.222576,40061
1830,3,US,Virginia,Loudoun,county,"Loudoun, Virginia, US",,-77.63481877,39.08990083,51107
1831,3,US,Texas,Rockwall,county,"Rockwall, Texas, US",,-96.40771592,32.89779518,48397
1832,2,Canada,Saskatchewan,,province,"Saskatchewan, Canada",,-106.4509,52.9399,
1833,3,US,Kentucky,Menifee,county,"Menifee, Kentucky, US",,-83.59985712,37.94090733,21165
1834,3,US,West Virginia,Boone,county,"Boone, West Virginia, US",,-81.69888019,38.01974191,54005
1835,3,US,Wisconsin,Dunn,county,"Dunn, Wisconsin, US",,-91.8962481,44.94562799,55033
1836,3,US,Louisiana,West Baton Rouge,county,"West Baton Rouge, Louisiana, US",,-91.30989571,30.46058217,22121
1837,3,US,Michigan,Leelanau,county,"Leelanau, Michigan, US",,-85.80150326,44.94430054,26089
1838,3,US,South Dakota,Gregory,county,"Gregory, South Dakota, US",,-99.18883902,43.19419064,46053
1839,3,US,Nebraska,Harlan,county,"Harlan, Nebraska, US",,-99.40438879,40.17658508,31083
1840,3,US,Pennsylvania,Northumberland,county,"Northumberland, Pennsylvania, US",,-76.70798222,40.84785433,42097
1841,3,US,Alabama,Calhoun,county,"Calhoun, Alabama, US",,-85.82630386,33.77483727,1015
1842,3,US,Tennessee,Clay,county,"Clay, Tennessee, US",,-85.53930419,36.55151008,47027
1843,3,US,North Carolina,Catawba,county,"Catawba, North Carolina, US",,-81.2132617,35.66211129,37035
1844,3,US,Utah,Summit,county,"Summit, Utah, US",,-110.9535882,40.86688146,49043
1845,3,US,Indiana,DeKalb,county,"DeKalb, Indiana, US",,-84.99906934,41.39804622,18033
1846,3,US,Wisconsin,Menominee,county,"Menominee, Wisconsin, US",,-88.70950714,45.00422544,55078
1847,3,US,California,Merced,county,"Merced, California, US",,-120.7209035,37.18922369,6047
1848,3,US,Nebraska,Wayne,county,"Wayne, Nebraska, US",,-97.11926964,42.20934475,31179
1849,3,US,Minnesota,Carlton,county,"Carlton, Minnesota, US",,-92.67601019,46.59180601,27017
1850,3,US,Virginia,Franklin,county,"Franklin, Virginia, US",,-79.88023649,36.99536167,51067
1851,3,US,New York,Livingston,county,"Livingston, New York, US",,-77.77966158,42.72596275,36051
1852,3,US,Oklahoma,Garfield,county,"Garfield, Oklahoma, US",,-97.78265517,36.3791334,40047
1853,3,US,Missouri,Atchison,county,"Atchison, Missouri, US",,-95.42970639,40.43238737,29005
1854,3,US,Illinois,DuPage,county,"DuPage, Illinois, US",,-88.08642662,41.85116968,17043
1855,3,US,Hawaii,Hawaii,county,"Hawaii, Hawaii, US",,-155.5210167,19.60121157,15001
1856,3,US,Ohio,Hamilton,county,"Hamilton, Ohio, US",,-84.54502924,39.19673558,39061
1857,1,Luxembourg,,,country,Luxembourg,,6.1296,49.8153,
1858,3,US,North Carolina,Columbus,county,"Columbus, North Carolina, US",,-78.65801424,34.26744084,37047
1859,3,US,Illinois,Macoupin,county,"Macoupin, Illinois, US",,-89.92424028,39.26119767,17117
1860,3,US,Missouri,Randolph,county,"Randolph, Missouri, US",,-92.4971374,39.44007257,29175
1861,3,US,Minnesota,Fillmore,county,"Fillmore, Minnesota, US",,-92.08980382,43.67394126,27045
1862,3,US,Ohio,Stark,county,"Stark, Ohio, US",,-81.36437305,40.81482476,39151
1863,3,US,South Dakota,Kingsbury,county,"Kingsbury, South Dakota, US",,-97.4913945,44.36956169,46077
1864,3,US,Alabama,Marengo,county,"Marengo, Alabama, US",,-87.78796182,32.24767634,1091
1865,2,Canada,Newfoundland and Labrador,,province,"Newfoundland and Labrador, Canada",,-57.6604,53.1355,
1866,3,US,Colorado,Sedgwick,county,"Sedgwick, Colorado, US",,-102.3519227,40.87595412,8115
1867,3,US,Oklahoma,Custer,county,"Custer, Oklahoma, US",,-99.00170785,35.63853802,40039
1868,3,US,Minnesota,Mahnomen,county,"Mahnomen, Minnesota, US",,-95.80921485,47.32557075,27087
1869,3,US,Florida,Jackson,county,"Jackson, Florida, US",,-85.21500423,30.7954597,12063
1870,3,US,Virginia,Franklin City,county,"Franklin City, Virginia, US",,-76.93859681,36.6831435,51620
1871,3,US,South Dakota,Sully,county,"Sully, South Dakota, US",,-100.1278092,44.71571812,46119
1872,3,US,Arkansas,Drew,county,"Drew, Arkansas, US",,-91.71777921,33.59035001,5043
1873,3,US,Montana,Carter,county,"Carter, Montana, US",,-104.5395536,45.5197966,30011
1874,3,US,Wisconsin,Manitowoc,county,"Manitowoc, Wisconsin, US",,-87.80928853,44.11946801,55071
1875,3,US,Georgia,Clarke,county,"Clarke, Georgia, US",,-83.37124007,33.95436462,13059
1876,3,US,North Dakota,Pierce,county,"Pierce, North Dakota, US",,-99.96407787,48.24977025,38069
1877,3,US,Pennsylvania,Clarion,county,"Clarion, Pennsylvania, US",,-79.42413524,41.19265812,42031
1878,3,US,Oklahoma,Love,county,"Love, Oklahoma, US",,-97.23906784,33.95273467,40085
1879,3,US,Wyoming,Park,county,"Park, Wyoming, US",,-109.5852825,44.52157546,56029
1880,3,US,New Mexico,Chaves,county,"Chaves, New Mexico, US",,-104.4665365,33.36406072,35005
1881,3,US,Texas,Panola,county,"Panola, Texas, US",,-94.30552481,32.1639596,48365
1882,3,US,New York,Washington,county,"Washington, New York, US",,-73.43043448,43.31153794,36115
1883,3,US,Kentucky,Marion,county,"Marion, Kentucky, US",,-85.26898542,37.55218078,21155
1884,3,US,Rhode Island,Newport,county,"Newport, Rhode Island, US",,-71.26569799,41.5642026,44005
1885,3,US,Colorado,Mesa,county,"Mesa, Colorado, US",,-108.469799,39.01787888,8077
1886,3,US,Texas,Waller,county,"Waller, Texas, US",,-95.99011759,30.01058447,48473
1887,3,US,South Dakota,Campbell,county,"Campbell, South Dakota, US",,-100.0510181,45.77074915,46021
1888,3,US,New York,Chenango,county,"Chenango, New York, US",,-75.60887553,42.49430041,36017
1889,3,US,Ohio,Summit,county,"Summit, Ohio, US",,-81.53123079,41.12464734,39153
1890,3,US,South Carolina,Richland,county,"Richland, South Carolina, US",,-80.90267209,34.01791263,45079
1891,3,US,Illinois,Pulaski,county,"Pulaski, Illinois, US",,-89.13085001,37.22631423,17153
1892,3,US,Maryland,Baltimore City,county,"Baltimore City, Maryland, US",,-76.61151012,39.30211911,24510
1893,3,US,Georgia,Taylor,county,"Taylor, Georgia, US",,-84.25077141,32.55792548,13269
1894,3,US,Texas,Wood,county,"Wood, Texas, US",,-95.38236368,32.78722382,48499
1895,3,US,Montana,Fallon,county,"Fallon, Montana, US",,-104.4183565,46.33478338,30025
1896,3,US,New Mexico,Grant,county,"Grant, New Mexico, US",,-108.3827845,32.73911281,35017
1897,3,US,North Carolina,Orange,county,"Orange, North Carolina, US",,-79.12167935,36.06092947,37135
1898,3,US,North Carolina,Buncombe,county,"Buncombe, North Carolina, US",,-82.53305,35.61113393,37021
1899,3,US,Georgia,Richmond,county,"Richmond, Georgia, US",,-82.07026432,33.35777107,13245
1900,3,US,Kansas,Reno,county,"Reno, Kansas, US",,-98.08607292,37.95230263,20155
1901,3,US,Illinois,Cook,county,"Cook, Illinois, US",,-87.81658794,41.84144849,17031
1902,3,US,Texas,Willacy,county,"Willacy, Texas, US",,-97.61535848,26.47411727,48489
1903,3,US,New Jersey,Burlington,county,"Burlington, New Jersey, US",,-74.66927768,39.87681124,34005
1904,3,US,Iowa,Page,county,"Page, Iowa, US",,-95.1497813,40.7393172,19145
1905,3,US,Michigan,Grand Traverse,county,"Grand Traverse, Michigan, US",,-85.55585247,44.69565625,26055
1906,3,US,Oregon,Clackamas,county,"Clackamas, Oregon, US",,-122.2179634,45.18787398,41005
1907,1,Zambia,,,country,Zambia,,28.2833,-15.4167,
1908,3,US,Colorado,Rio Blanco,county,"Rio Blanco, Colorado, US",,-108.2179009,39.97913541,8103
1909,3,US,Iowa,Franklin,county,"Franklin, Iowa, US",,-93.26256925,42.73270384,19069
1910,3,US,Texas,Wichita,county,"Wichita, Texas, US",,-98.7041034,33.98842886,48485
1911,3,US,Arizona,Maricopa,county,"Maricopa, Arizona, US",,-112.4918154,33.34835867,4013
1912,3,US,Kansas,Pottawatomie,county,"Pottawatomie, Kansas, US",,-96.34564657,39.37925655,20149
1913,3,US,Texas,Kleberg,county,"Kleberg, Texas, US",,-97.69894948,27.42435506,48273
1914,3,US,Texas,Titus,county,"Titus, Texas, US",,-94.96797273,33.21339719,48449
1915,1,Jordan,,,country,Jordan,,36.51,31.24,
1916,3,US,Virginia,Patrick,county,"Patrick, Virginia, US",,-80.2865648,36.6801638,51141
1917,3,US,Wisconsin,Vilas,county,"Vilas, Wisconsin, US",,-89.51719204,46.05467334,55125
1918,3,US,Alabama,Clarke,county,"Clarke, Alabama, US",,-87.83548597,31.68099859,1025
1919,3,US,Washington,Walla Walla,county,"Walla Walla, Washington, US",,-118.4775539,46.23040051,53071
1920,3,US,Wisconsin,Ozaukee,county,"Ozaukee, Wisconsin, US",,-87.94625009,43.38352225,55089
1921,3,US,Ohio,Auglaize,county,"Auglaize, Ohio, US",,-84.2242143,40.55998859,39011
1922,3,US,New York,Cattaraugus,county,"Cattaraugus, New York, US",,-78.67923096,42.24778241,36009
1923,3,US,Texas,Reeves,county,"Reeves, Texas, US",,-103.6903896,31.32323325,48389
1924,3,US,Texas,Terrell,county,"Terrell, Texas, US",,-102.0766732,30.22429013,48443
1925,3,US,North Carolina,Watauga,county,"Watauga, North Carolina, US",,-81.70033724,36.23103603,37189
1926,3,US,Michigan,Iron,county,"Iron, Michigan, US",,-88.53136251,46.20974132,26071
1927,3,US,Arkansas,Perry,county,"Perry, Arkansas, US",,-92.94372564,34.9459153,5105
1928,3,US,Kansas,Clay,county,"Clay, Kansas, US",,-97.16518128,39.34948772,20027
1929,3,US,Michigan,Ionia,county,"Ionia, Michigan, US",,-85.07413319,42.94502238,26067
1930,3,US,Michigan,Delta,county,"Delta, Michigan, US",,-86.9080745,45.9048491,26041
1931,3,US,West Virginia,Grant,county,"Grant, West Virginia, US",,-79.19440518,39.10314817,54023
1932,3,US,Texas,Presidio,county,"Presidio, Texas, US",,-104.2408079,29.99954402,48377
1933,3,US,Mississippi,Stone,county,"Stone, Mississippi, US",,-89.11547539,30.79187949,28131
1934,3,US,New York,St. Lawrence,county,"St. Lawrence, New York, US",,-75.06550039,44.4976179,36089
1935,3,US,Michigan,Allegan,county,"Allegan, Michigan, US",,-85.89102866,42.59147037,26005
1936,3,US,Texas,Runnels,county,"Runnels, Texas, US",,-99.97616148,31.8314342,48399
1937,3,US,Indiana,Hendricks,county,"Hendricks, Indiana, US",,-86.51037283,39.76719009,18063
1938,3,US,South Dakota,Faulk,county,"Faulk, South Dakota, US",,-99.14535601,45.07082625,46049
1939,3,US,Missouri,Butler,county,"Butler, Missouri, US",,-90.40421163,36.71462476,29023
1940,3,US,Texas,Hutchinson,county,"Hutchinson, Texas, US",,-101.3546643,35.84006574,48233
1941,3,US,Vermont,Caledonia,county,"Caledonia, Vermont, US",,-72.10314651,44.46548598,50005
1942,3,US,Alabama,Greene,county,"Greene, Alabama, US",,-87.95684022,32.85504247,1063
1943,3,US,South Carolina,Greenville,county,"Greenville, South Carolina, US",,-82.37295012,34.89502264,45045
1944,3,US,Georgia,Dooly,county,"Dooly, Georgia, US",,-83.79746561,32.15630737,13093
1945,3,US,North Carolina,Jones,county,"Jones, North Carolina, US",,-77.35870791,35.02254606,37103
1946,1,Cote d'Ivoire,,,country,Cote d'Ivoire,,-5.5471,7.54,
1947,3,US,Virginia,Covington,county,"Covington, Virginia, US",,-79.98631446,37.7824656,51580
1948,3,US,Pennsylvania,Somerset,county,"Somerset, Pennsylvania, US",,-79.02699593,39.97172723,42111
1949,3,US,Kentucky,Todd,county,"Todd, Kentucky, US",,-87.17878374,36.8381152,21219
1950,3,US,North Dakota,Sargent,county,"Sargent, North Dakota, US",,-97.63217159,46.10830372,38081
1951,3,US,Arkansas,Madison,county,"Madison, Arkansas, US",,-93.72524943,36.01038185,5087
1952,3,US,Colorado,Huerfano,county,"Huerfano, Colorado, US",,-104.9612585,37.68473101,8055
1953,3,US,Idaho,Boundary,county,"Boundary, Idaho, US",,-116.4630179,48.76684761,16021
1954,3,US,Iowa,Worth,county,"Worth, Iowa, US",,-93.26087602,43.37750768,19195
1955,1,Saint Lucia,,,country,Saint Lucia,,-60.9789,13.9094,
1956,3,US,Kansas,Rooks,county,"Rooks, Kansas, US",,-99.32484567,39.35022773,20163
1957,3,US,Kansas,Haskell,county,"Haskell, Kansas, US",,-100.8710738,37.5620394,20081
1958,3,US,Oklahoma,Canadian,county,"Canadian, Oklahoma, US",,-97.98465569,35.5426055,40017
1959,3,US,Virginia,James City,county,"James City, Virginia, US",,-76.76950618,37.31156958,51095
1960,3,US,Texas,Jackson,county,"Jackson, Texas, US",,-96.57749563,28.95472367,48239
1961,3,US,Louisiana,West Carroll,county,"West Carroll, Louisiana, US",,-91.461201,32.78550125,22123
1962,3,US,West Virginia,Ritchie,county,"Ritchie, West Virginia, US",,-81.06356878,39.18094587,54085
1963,3,US,Michigan,Clare,county,"Clare, Michigan, US",,-84.8481986,43.98794227,26035
1964,3,US,Kentucky,Magoffin,county,"Magoffin, Kentucky, US",,-83.0657714,37.70820545,21153
1965,2,China,Guangxi,,province,"Guangxi, China",,108.7881,23.8298,
1966,3,US,Indiana,St. Joseph,county,"St. Joseph, Indiana, US",,-86.29040834,41.61756781,18141
1967,3,US,Missouri,Franklin,county,"Franklin, Missouri, US",,-91.07522826,38.41127108,29071
1968,3,US,Washington,Franklin,county,"Franklin, Washington, US",,-118.9018212,46.53351425,53021
1969,3,US,Colorado,Elbert,county,"Elbert, Colorado, US",,-104.1358721,39.28656773,8039
1970,3,US,Louisiana,Webster,county,"Webster, Louisiana, US",,-93.33121835,32.70847669,22119
1971,3,US,Florida,Miami-Dade,county,"Miami-Dade, Florida, US",,-80.55170587,25.6112362,12086
1972,3,US,Minnesota,Kanabec,county,"Kanabec, Minnesota, US",,-93.29275192,45.9459309,27065
1973,3,US,Pennsylvania,Cameron,county,"Cameron, Pennsylvania, US",,-78.20376845,41.43625568,42023
1974,3,US,Nebraska,Lancaster,county,"Lancaster, Nebraska, US",,-96.68777155,40.78416049,31109
1975,3,US,Alabama,Pike,county,"Pike, Alabama, US",,-85.9408295,31.80396383,1109
1976,3,US,Alabama,Talladega,county,"Talladega, Alabama, US",,-86.16886178,33.37823223,1121
1977,3,US,Idaho,Franklin,county,"Franklin, Idaho, US",,-111.8149666,42.18332217,16041
1978,3,US,Missouri,Harrison,county,"Harrison, Missouri, US",,-93.99222144,40.35570088,29081
1979,3,US,Texas,Lipscomb,county,"Lipscomb, Texas, US",,-100.2733151,36.27783108,48295
1980,3,US,Virginia,Clarke,county,"Clarke, Virginia, US",,-77.99199425,39.11271747,51043
1981,3,US,Pennsylvania,Adams,county,"Adams, Pennsylvania, US",,-77.21610347,39.87140411,42001
1982,3,US,Kansas,Jackson,county,"Jackson, Kansas, US",,-95.79356799,39.41673394,20085
1983,3,US,Pennsylvania,Delaware,county,"Delaware, Pennsylvania, US",,-75.40243663,39.91680171,42045
1984,3,US,Ohio,Pickaway,county,"Pickaway, Ohio, US",,-83.0243386,39.64170392,39129
1985,3,US,Maryland,Unassigned,county,"Unassigned, Maryland, US",,,,
1986,1,India,,,country,India,,78,21,
1987,3,US,Kansas,Labette,county,"Labette, Kansas, US",,-95.29849679,37.19113093,20099
1988,3,US,Maryland,Garrett,county,"Garrett, Maryland, US",,-79.27355126,39.52786077,24023
1989,3,US,Virginia,Amherst,county,"Amherst, Virginia, US",,-79.14548696,37.60308293,51009
1990,3,US,Georgia,Hart,county,"Hart, Georgia, US",,-82.96567682,34.34626973,13147
1991,3,US,North Carolina,Cabarrus,county,"Cabarrus, North Carolina, US",,-80.55267168,35.3877799,37025
1992,3,US,Missouri,Chariton,county,"Chariton, Missouri, US",,-92.9629191,39.51499357,29041
1993,3,US,Tennessee,Madison,county,"Madison, Tennessee, US",,-88.84076036,35.61181957,47113
1994,3,US,South Dakota,McPherson,county,"McPherson, South Dakota, US",,-99.22118798,45.76626028,46089
1995,3,US,Texas,Throckmorton,county,"Throckmorton, Texas, US",,-99.21226795,33.17751417,48447
1996,3,US,Illinois,Logan,county,"Logan, Illinois, US",,-89.36638784,40.12581572,17107
1997,3,US,Georgia,Long,county,"Long, Georgia, US",,-81.74952375,31.75218791,13183
1998,3,US,South Carolina,Dorchester,county,"Dorchester, South Carolina, US",,-80.40502652,33.0794369,45035
1999,3,US,Georgia,Bacon,county,"Bacon, Georgia, US",,-82.45936528,31.55456473,13005
2000,3,US,Arkansas,Hot Spring,county,"Hot Spring, Arkansas, US",,-92.95396325,34.31709259,5059
2001,3,US,Texas,Brooks,county,"Brooks, Texas, US",,-98.21808402,27.03103197,48047
2002,3,US,Alabama,Geneva,county,"Geneva, Alabama, US",,-85.83572839,31.09389027,1061
2003,3,US,Georgia,Polk,county,"Polk, Georgia, US",,-85.18677781,34.00267074,13233
2004,3,US,Washington,San Juan,county,"San Juan, Washington, US",,-122.96745,48.60182783,53055
2005,3,US,Maryland,Allegany,county,"Allegany, Maryland, US",,-78.69280486,39.62357628,24001
2006,3,US,New Jersey,Passaic,county,"Passaic, New Jersey, US",,-74.29954144,41.03238628,34031
2007,3,US,Virginia,Manassas Park,county,"Manassas Park, Virginia, US",,-77.44399307,38.77058531,51685
2008,3,US,Texas,Blanco,county,"Blanco, Texas, US",,-98.3999852,30.26640707,48031
2009,3,US,Ohio,Trumbull,county,"Trumbull, Ohio, US",,-80.76109643,41.31735028,39155
2010,3,US,Mississippi,Humphreys,county,"Humphreys, Mississippi, US",,-90.52252707,33.12825718,28053
2011,3,US,Mississippi,Oktibbeha,county,"Oktibbeha, Mississippi, US",,-88.87905132,33.42491685,28105
2012,3,US,Kansas,Russell,county,"Russell, Kansas, US",,-98.76254297,38.91462787,20167
2013,3,US,Mississippi,Lamar,county,"Lamar, Mississippi, US",,-89.5077704,31.20572971,28073
2014,3,US,Arkansas,Prairie,county,"Prairie, Arkansas, US",,-91.55162157,34.83624419,5117
2015,3,US,Texas,Bowie,county,"Bowie, Texas, US",,-94.41834132,33.44626922,48037
2016,3,US,Colorado,Clear Creek,county,"Clear Creek, Colorado, US",,-105.6463118,39.68864463,8019
2017,3,US,Idaho,Washington,county,"Washington, Idaho, US",,-116.7847688,44.45275475,16087
2018,3,US,Missouri,Morgan,county,"Morgan, Missouri, US",,-92.88791859,38.4181765,29141
2019,3,US,California,Kern,county,"Kern, California, US",,-118.7277796,35.34329425,6029
2020,1,Italy,,,country,Italy,,12,43,
2021,3,US,Ohio,Lawrence,county,"Lawrence, Ohio, US",,-82.53466552,38.59743452,39087
2022,3,US,Montana,Petroleum,county,"Petroleum, Montana, US",,-108.2508876,47.1182463,30069
2023,3,US,Indiana,Owen,county,"Owen, Indiana, US",,-86.83900724,39.31145587,18119
2024,3,US,Georgia,Walker,county,"Walker, Georgia, US",,-85.30165174,34.73376362,13295
2025,3,US,California,Alameda,county,"Alameda, California, US",,-121.8929271,37.64629437,6001
2026,3,US,North Carolina,Cleveland,county,"Cleveland, North Carolina, US",,-81.55204486,35.33553364,37045
2027,2,US,American Samoa,,state,"American Samoa, US",,-170.132,-14.271,60000
2028,1,Mexico,,,country,Mexico,,-102.5528,23.6345,
2029,3,US,Arkansas,Stone,county,"Stone, Arkansas, US",,-92.15684085,35.86251946,5137
2030,3,US,Colorado,San Miguel,county,"San Miguel, Colorado, US",,-108.4020725,38.00450883,8113
2031,3,US,Wisconsin,Douglas,county,"Douglas, Wisconsin, US",,-91.91595768,46.43222285,55031
2032,3,US,Michigan,Tuscola,county,"Tuscola, Michigan, US",,-83.41897025,43.46606813,26157
2033,3,US,Illinois,Grundy,county,"Grundy, Illinois, US",,-88.41905692,41.28569601,17063
2034,3,US,Texas,Concho,county,"Concho, Texas, US",,-99.86473038,31.32635934,48095
2035,3,US,Montana,Custer,county,"Custer, Montana, US",,-105.5737526,46.25319932,30017
2036,3,US,Oklahoma,Choctaw,county,"Choctaw, Oklahoma, US",,-95.54771129,34.02807439,40023
2037,3,US,Utah,Utah,county,"Utah, Utah, US",,-111.6657662,40.1166722,49049
2038,3,US,Oklahoma,Jackson,county,"Jackson, Oklahoma, US",,-99.41138784,34.58781741,40065
2039,3,US,North Carolina,Bladen,county,"Bladen, North Carolina, US",,-78.56180059,34.61296243,37017
2040,3,US,Michigan,Hillsdale,county,"Hillsdale, Michigan, US",,-84.59312019,41.88753639,26059
2041,3,US,North Dakota,Bowman,county,"Bowman, North Dakota, US",,-103.5203343,46.11285362,38011
2042,3,US,California,Kings,county,"Kings, California, US",,-119.8159973,36.07409056,6031
2043,1,Mozambique,,,country,Mozambique,,35.529562,-18.665695,
2044,3,US,Nevada,Mineral,county,"Mineral, Nevada, US",,-118.4344506,38.53841696,32021
2045,3,US,North Carolina,Person,county,"Person, North Carolina, US",,-78.97217358,36.38989032,37145
2046,3,US,Indiana,Wayne,county,"Wayne, Indiana, US",,-85.01044989,39.8633444,18177
2047,3,US,Colorado,Washington,county,"Washington, Colorado, US",,-103.202587,39.97015535,8121
2048,3,US,Michigan,Antrim,county,"Antrim, Michigan, US",,-85.15503082,44.99690221,26009
2049,3,US,Virginia,Accomack,county,"Accomack, Virginia, US",,-75.63234615,37.76707161,51001
2050,3,US,Texas,Lynn,county,"Lynn, Texas, US",,-101.8162849,33.17657705,48305
2051,3,US,Alaska,Kenai Peninsula,county,"Kenai Peninsula, Alaska, US",,-151.5388884,60.24429722,2122
2052,3,US,Alaska,Valdez-Cordova,county,"Valdez-Cordova, Alaska, US",,-144.7126799,61.47502768,2261
2053,3,US,Texas,Hartley,county,"Hartley, Texas, US",,-102.6029022,35.84008013,48205
2054,3,US,Kentucky,Calloway,county,"Calloway, Kentucky, US",,-88.2731593,36.62093411,21035
2055,3,US,Louisiana,St. Bernard,county,"St. Bernard, Louisiana, US",,-89.51887093,29.87761636,22087
2056,3,US,Michigan,Calhoun,county,"Calhoun, Michigan, US",,-85.00493569,42.24633834,26025
2057,3,US,Texas,Red River,county,"Red River, Texas, US",,-95.04841765,33.61886692,48387
2058,3,US,Illinois,LaSalle,county,"LaSalle, Illinois, US",,-88.88633881,41.3442613,17099
2059,3,US,Montana,Garfield,county,"Garfield, Montana, US",,-107.0002351,47.27545948,30033
2060,3,US,New York,Warren,county,"Warren, New York, US",,-73.8433699,43.56173026,36113
2061,3,US,South Carolina,Hampton,county,"Hampton, South Carolina, US",,-81.13845571,32.77419582,45049
2062,3,US,North Carolina,Cumberland,county,"Cumberland, North Carolina, US",,-78.82623165,35.04762133,37051
2063,3,US,Texas,Robertson,county,"Robertson, Texas, US",,-96.51272246,31.02539637,48395
2064,3,US,North Carolina,Wilson,county,"Wilson, North Carolina, US",,-77.917978,35.70625477,37195
2065,3,US,California,Stanislaus,county,"Stanislaus, California, US",,-120.9970722,37.55862499,6099
