id,regionLevel,regionLevel1,regionLevel2,regionLevel3,regionType,locationName,altLocationName,latitude,longitude,fips
384,3,US,Virginia,Mathews,county,"Mathews, Virginia, US",,-76.34098896,37.44164146,51115
385,3,US,Indiana,Hamilton,county,"Hamilton, Indiana, US",,-86.05244729,40.07306535,18057
386,2,Australia,New South Wales,,province,"New South Wales, Australia",,151.2093,-33.8688,
387,3,US,Georgia,Glascock,county,"Glascock, Georgia, US",,-82.61297636,33.22879932,13125
388,3,US,Michigan,Alpena,county,"Alpena, Michigan, US",,-83.62212411,45.03477666,26007
389,3,US,Nebraska,Scotts Bluff,county,"Scotts Bluff, Nebraska, US",,-103.7080986,41.85070896,31157
390,3,US,Arkansas,Miller,county,"Miller, Arkansas, US",,-93.89285258,33.31403423,5091
391,3,US,Wisconsin,Rock,county,"Rock, Wisconsin, US",,-89.071479,42.67151616,55105
392,3,US,Virginia,Carroll,county,"Carroll, Virginia, US",,-80.73455942,36.73066666,51035
393,3,US,Texas,Cooke,county,"Cooke, Texas, US",,-97.21240912,33.63979567,48097
394,3,US,Indiana,Knox,county,"Knox, Indiana, US",,-87.4194665,38.68861576,18083
395,3,US,Oklahoma,McCurtain,county,"McCurtain, Oklahoma, US",,-94.77222373,34.11664328,40089
396,3,US,Oregon,Curry,county,"Curry, Oregon, US",,-124.157282,42.45911325,41015
397,2,Canada,Yukon,,province,"Yukon, Canada",,-135,64.2823,
398,3,US,Kentucky,Shelby,county,"Shelby, Kentucky, US",,-85.194223,38.21476019,21211
399,3,US,Pennsylvania,Bedford,county,"Bedford, Pennsylvania, US",,-78.48998442,40.00522157,42009
400,3,US,Florida,Union,county,"Union, Florida, US",,-82.37497443,30.04412971,12125
401,3,US,Mississippi,Pearl River,county,"Pearl River, Mississippi, US",,-89.58677275,30.77090935,28109
402,3,US,Michigan,Alcona,county,"Alcona, Michigan, US",,-83.59507875,44.6846864,26001
403,3,US,Mississippi,Washington,county,"Washington, Mississippi, US",,-90.94196237,33.28392041,28151
404,3,US,Maryland,Montgomery,county,"Montgomery, Maryland, US",,-77.20358245,39.13676329,24031
405,3,US,Georgia,Clayton,county,"Clayton, Georgia, US",,-84.35594188,33.54187245,13063
406,3,US,Texas,Kerr,county,"Kerr, Texas, US",,-99.34930144,30.06040006,48265
407,3,US,Nebraska,Buffalo,county,"Buffalo, Nebraska, US",,-99.07500296,40.85486962,31019
408,2,Netherlands,Sint Maarten,,province,"Sint Maarten, Netherlands",,-63.0548,18.0425,
409,3,US,Pennsylvania,York,county,"York, Pennsylvania, US",,-76.73040131,39.9210089,42133
410,3,US,Minnesota,Steele,county,"Steele, Minnesota, US",,-93.22627088,44.02240351,27147
411,3,US,Mississippi,Marion,county,"Marion, Mississippi, US",,-89.8209217,31.23132643,28091
412,3,US,Utah,Iron,county,"Iron, Utah, US",,-113.2897381,37.8590362,49021
413,3,US,Washington,Okanogan,county,"Okanogan, Washington, US",,-119.7387224,48.54855019,53047
414,3,US,Michigan,Gogebic,county,"Gogebic, Michigan, US",,-89.69377193,46.40862701,26053
415,3,US,North Carolina,Currituck,county,"Currituck, North Carolina, US",,-75.95876401,36.36123664,37053
416,3,US,New York,Lewis,county,"Lewis, New York, US",,-75.44903992,43.7844157,36049
417,3,US,Colorado,Douglas,county,"Douglas, Colorado, US",,-104.930001,39.33133796,8035
418,3,US,Indiana,Parke,county,"Parke, Indiana, US",,-87.20375833,39.77202286,18121
419,1,Cambodia,,,country,Cambodia,,104.9167,11.55,
420,3,US,Missouri,Ozark,county,"Ozark, Missouri, US",,-92.44459066,36.64916339,29153
421,3,US,Texas,Lee,county,"Lee, Texas, US",,-96.97045773,30.31120597,48287
422,3,US,Indiana,Elkhart,county,"Elkhart, Indiana, US",,-85.85875695,41.59761169,18039
423,3,US,Kentucky,Lyon,county,"Lyon, Kentucky, US",,-88.07886257,37.02080035,21143
424,3,US,Georgia,Atkinson,county,"Atkinson, Georgia, US",,-82.87545866,31.29633502,13003
425,3,US,Minnesota,Lincoln,county,"Lincoln, Minnesota, US",,-96.26688165,44.41311883,27081
426,3,US,Texas,Motley,county,"Motley, Texas, US",,-100.779722,34.07408766,48345
427,3,US,North Carolina,Hoke,county,"Hoke, North Carolina, US",,-79.23651674,35.01888303,37093
428,3,US,Kentucky,Lewis,county,"Lewis, Kentucky, US",,-83.37735618,38.53184419,21135
429,1,Romania,,,country,Romania,,24.9668,45.9432,
430,1,Kuwait,,,country,Kuwait,,47.75,29.5,
431,3,US,South Carolina,Florence,county,"Florence, South Carolina, US",,-79.70189312,34.02361754,45041
432,3,US,Florida,Okeechobee,county,"Okeechobee, Florida, US",,-80.88944347,27.3863362,12093
433,3,US,Idaho,Ada,county,"Ada, Idaho, US",,-116.2415516,43.4526575,16001
434,3,US,Illinois,Edgar,county,"Edgar, Illinois, US",,-87.74759563,39.6809186,17045
435,3,US,Texas,Smith,county,"Smith, Texas, US",,-95.2717568,32.37474036,48423
436,3,US,Tennessee,Grainger,county,"Grainger, Tennessee, US",,-83.51254721,36.27469206,47057
437,3,US,Michigan,Baraga,county,"Baraga, Michigan, US",,-88.36363591,46.6720582,26013
438,3,US,New York,Sullivan,county,"Sullivan, New York, US",,-74.76394559,41.71579493,36105
439,3,US,Illinois,Johnson,county,"Johnson, Illinois, US",,-88.88165419,37.45939802,17087
440,3,US,Kentucky,Jefferson,county,"Jefferson, Kentucky, US",,-85.65931031,38.18664655,21111
441,3,US,Kentucky,Unassigned,county,"Unassigned, Kentucky, US",,0,0,
442,3,US,California,Mariposa,county,"Mariposa, California, US",,-119.9073334,37.57978556,6043
443,3,US,Montana,Meagher,county,"Meagher, Montana, US",,-110.8898557,46.59907074,30059
444,3,US,Virginia,Fairfax City,county,"Fairfax City, Virginia, US",,-77.2977964,38.85157547,51600
445,3,US,Pennsylvania,Snyder,county,"Snyder, Pennsylvania, US",,-77.06840691,40.77129231,42109
446,3,US,West Virginia,Monongalia,county,"Monongalia, West Virginia, US",,-80.04766838,39.63218457,54061
447,3,US,Utah,Grand,county,"Grand, Utah, US",,-109.5704487,38.98103848,49019
448,3,US,Indiana,Bartholomew,county,"Bartholomew, Indiana, US",,-85.89558181,39.20744865,18005
449,3,US,Iowa,Cerro Gordo,county,"Cerro Gordo, Iowa, US",,-93.2612239,43.08177563,19033
450,3,US,Iowa,Hancock,county,"Hancock, Iowa, US",,-93.73454884,43.08178477,19081
451,3,US,Louisiana,Vernon,county,"Vernon, Louisiana, US",,-93.18153838,31.10884837,22115
452,3,US,Ohio,Franklin,county,"Franklin, Ohio, US",,-83.01115755,39.96995815,39049
453,3,US,South Dakota,Lake,county,"Lake, South Dakota, US",,-97.12926365,44.02193107,46079
454,3,US,Florida,Martin,county,"Martin, Florida, US",,-80.43109784,27.0772071,12085
455,1,Taiwan*,,,country,Taiwan*,,121,23.7,
456,3,US,Texas,Kimble,county,"Kimble, Texas, US",,-99.74856473,30.48678918,48267
457,3,US,Nebraska,Pawnee,county,"Pawnee, Nebraska, US",,-96.23705437,40.13141096,31133
458,3,US,Illinois,Perry,county,"Perry, Illinois, US",,-89.36856219,38.08510853,17145
459,3,US,Louisiana,Orleans,county,"Orleans, Louisiana, US",,-89.92660315,30.06971951,22071
460,3,US,Oklahoma,Muskogee,county,"Muskogee, Oklahoma, US",,-95.37802952,35.61318461,40101
461,3,US,New Jersey,Cumberland,county,"Cumberland, New Jersey, US",,-75.10712559,39.37199394,34011
462,3,US,Oregon,Wheeler,county,"Wheeler, Oregon, US",,-120.0281427,44.72698162,41069
463,3,US,New York,Oneida,county,"Oneida, New York, US",,-75.43710392,43.24375382,36065
464,3,US,New Mexico,Harding,county,"Harding, New Mexico, US",,-103.8220938,35.85751555,35021
465,1,Somalia,,,country,Somalia,,46.1996,5.1521,
466,3,US,Georgia,Gwinnett,county,"Gwinnett, Georgia, US",,-84.02137802,33.96044201,13135
467,3,US,Tennessee,Trousdale,county,"Trousdale, Tennessee, US",,-86.16087954,36.39026213,47169
468,3,US,Pennsylvania,Armstrong,county,"Armstrong, Pennsylvania, US",,-79.46290811,40.81665618,42005
469,3,US,Nebraska,Johnson,county,"Johnson, Nebraska, US",,-96.26522753,40.39257596,31097
470,3,US,Minnesota,Chippewa,county,"Chippewa, Minnesota, US",,-95.56403693,45.02343421,27023
471,3,US,Michigan,St. Clair,county,"St. Clair, Michigan, US",,-82.67937954,42.92655373,26147
472,3,US,Arkansas,Yell,county,"Yell, Arkansas, US",,-93.41171338,35.00292371,5149
473,3,US,Illinois,Clinton,county,"Clinton, Illinois, US",,-89.42385254,38.60704876,17027
474,3,US,Colorado,Delta,county,"Delta, Colorado, US",,-107.8631342,38.86246243,8029
475,3,US,Indiana,Pike,county,"Pike, Indiana, US",,-87.23574907,38.40112197,18125
476,3,US,Louisiana,West Feliciana,county,"West Feliciana, Louisiana, US",,-91.4148538,30.87882871,22125
477,3,US,Minnesota,Mille Lacs,county,"Mille Lacs, Minnesota, US",,-93.63236823,45.93705297,27095
478,3,US,Nebraska,Boyd,county,"Boyd, Nebraska, US",,-98.76486568,42.8997274,31015
479,3,US,Georgia,Douglas,county,"Douglas, Georgia, US",,-84.77026156,33.70291126,13097
480,3,US,Missouri,Daviess,county,"Daviess, Missouri, US",,-93.98519678,39.96145298,29061
481,3,US,Nevada,Churchill,county,"Churchill, Nevada, US",,-118.3394607,39.58105744,32001
482,3,US,Arizona,Santa Cruz,county,"Santa Cruz, Arizona, US",,-110.8479088,31.52508998,4023
483,3,US,Alaska,Nome,county,"Nome, Alaska, US",,-164.0353804,64.90320724,2180
484,3,US,Colorado,Yuma,county,"Yuma, Colorado, US",,-102.4258673,40.00346839,8125
485,1,Togo,,,country,Togo,,0.8248,8.6195,
486,3,US,Kentucky,Crittenden,county,"Crittenden, Kentucky, US",,-88.0882609,37.35839237,21055
487,3,US,New York,Putnam,county,"Putnam, New York, US",,-73.74965532,41.42630093,36079
488,3,US,Mississippi,Smith,county,"Smith, Mississippi, US",,-89.50644846,32.01744532,28129
489,3,US,Washington,Adams,county,"Adams, Washington, US",,-118.5601734,46.98299757,53001
490,3,US,Missouri,Barry,county,"Barry, Missouri, US",,-93.82919888,36.70978521,29009
491,3,US,Mississippi,Calhoun,county,"Calhoun, Mississippi, US",,-89.33686647,33.93683395,28013
492,3,US,Illinois,Kankakee,county,"Kankakee, Illinois, US",,-87.86205334,41.13746989,17091
493,3,US,Iowa,Story,county,"Story, Iowa, US",,-93.46499005,42.03621213,19169
494,3,US,Kansas,Kingman,county,"Kingman, Kansas, US",,-98.13638678,37.55909527,20095
495,3,US,Oklahoma,Noble,county,"Noble, Oklahoma, US",,-97.22928674,36.38953329,40103
496,3,US,Texas,Navarro,county,"Navarro, Texas, US",,-96.47428766,32.04620681,48349
497,3,US,Kansas,Wilson,county,"Wilson, Kansas, US",,-95.74323255,37.55937174,20205
498,3,US,Oklahoma,Beaver,county,"Beaver, Oklahoma, US",,-100.4758872,36.7496847,40007
499,3,US,Georgia,Putnam,county,"Putnam, Georgia, US",,-83.37552891,33.32056115,13237
500,3,US,Texas,Henderson,county,"Henderson, Texas, US",,-95.85846587,32.21128872,48213
501,3,US,Missouri,Gasconade,county,"Gasconade, Missouri, US",,-91.50847147,38.43947277,29073
502,3,US,Montana,Sanders,county,"Sanders, Montana, US",,-115.1329916,47.67657534,30089
503,3,US,Missouri,Laclede,county,"Laclede, Missouri, US",,-92.5888493,37.65896829,29105
504,3,US,Texas,Upton,county,"Upton, Texas, US",,-102.0423217,31.36868194,48461
505,3,US,Oklahoma,McIntosh,county,"McIntosh, Oklahoma, US",,-95.66599306,35.37235506,40091
506,3,US,Texas,Angelina,county,"Angelina, Texas, US",,-94.60901487,31.25457347,48005
507,3,US,New Mexico,Rio Arriba,county,"Rio Arriba, New Mexico, US",,-106.6931674,36.51072137,35039
508,3,US,New Jersey,Monmouth,county,"Monmouth, New Jersey, US",,-74.22240686,40.26549699,34025
509,3,US,Texas,Coryell,county,"Coryell, Texas, US",,-97.79936155,31.39078397,48099
510,3,US,Wisconsin,Kenosha,county,"Kenosha, Wisconsin, US",,-88.04051686,42.57639354,55059
511,3,US,Wyoming,Washakie,county,"Washakie, Wyoming, US",,-107.680187,43.90451606,56043
512,3,US,Texas,DeWitt,county,"DeWitt, Texas, US",,-97.3568117,29.08101855,48123
513,3,US,Indiana,Dearborn,county,"Dearborn, Indiana, US",,-84.97333539,39.14647946,18029
514,3,US,Georgia,Bartow,county,"Bartow, Georgia, US",,-84.83887523,34.23732119,13015
515,3,US,Kentucky,Oldham,county,"Oldham, Kentucky, US",,-85.448222,38.39791089,21185
516,1,Denmark,,,country,Denmark,,9.5018,56.2639,
517,3,US,Indiana,Crawford,county,"Crawford, Indiana, US",,-86.44518825,38.28814402,18025
518,3,US,North Dakota,Hettinger,county,"Hettinger, North Dakota, US",,-102.4632417,46.43375068,38041
519,3,US,Kansas,Morton,county,"Morton, Kansas, US",,-101.7992519,37.19141121,20129
520,3,US,Washington,Ferry,county,"Ferry, Washington, US",,-118.5154041,48.4711431,53019
521,3,US,Oklahoma,Oklahoma,county,"Oklahoma, Oklahoma, US",,-97.40716948,35.55140095,40109
522,3,US,Louisiana,Avoyelles,county,"Avoyelles, Louisiana, US",,-92.00079449,31.07796211,22009
523,3,US,Colorado,Montrose,county,"Montrose, Colorado, US",,-108.2639022,38.40214114,8085
524,3,US,Mississippi,Tallahatchie,county,"Tallahatchie, Mississippi, US",,-90.1729398,33.95339918,28135
525,3,US,Texas,Houston,county,"Houston, Texas, US",,-95.42226208,31.31925973,48225
526,1,Norway,,,country,Norway,,8.4689,60.472,
527,1,Slovenia,,,country,Slovenia,,14.9955,46.1512,
